rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,complain,satisfaction_score,card_type,point_earned,payment_proxy,churn,age_group,tenure_group,balance_group,average_revenue_group,annual_value_proxy,monthly_value_proxy,monthly_spend_category,customer_lifetime_value,customer_value_segment,revenue_at_risk,high_risk_customer_flag,active_status,credit_card_status,product_segment
8676,15639265,Isaacs,714,France,Male,54,7,126113.28,1,1,0,112777.38,0,0,3,GOLD,699,GOLD,0,51-60,6-8 years,High,High,3555.65,296.3,Very High,24889.55,Platinum,0.0,0,Inactive,Has Credit Card,1 product(s)
8677,15576124,Muravyova,582,France,Male,41,1,40488.76,1,1,0,128528.83,0,0,4,GOLD,734,GOLD,0,41-50,0-2 years,Medium,High,1939.42,161.62,Medium,1939.42,Bronze,0.0,0,Inactive,Has Credit Card,1 product(s)
8678,15757829,Timperley,609,Germany,Female,40,10,137389.77,2,1,0,170122.22,0,0,1,GOLD,988,GOLD,0,31-40,9-10 years,Very High,Very High,4332.41,361.03,Very High,43324.1,Platinum,0.0,1,Inactive,Has Credit Card,2 product(s)
8679,15633227,Kenechukwu,518,France,Female,28,9,85146.36,1,0,0,2803.89,0,0,4,SILVER,275,SILVER,0,18-30,9-10 years,Medium,Low,1974.45,164.54,Medium,17770.05,Gold,0.0,0,Inactive,No Credit Card,1 product(s)
8680,15753092,He,791,Germany,Male,35,5,129828.58,1,1,1,181918.26,1,1,4,DIAMOND,249,DIAMOND,1,31-40,3-5 years,Very High,Very High,3750.66,312.56,Very High,18753.3,Gold,3750.66,1,Active,Has Credit Card,1 product(s)
8681,15782939,Storey,747,France,Male,42,4,80214.36,1,1,0,115241.96,1,1,5,SILVER,387,SILVER,1,41-50,3-5 years,Medium,High,2494.0,207.83,Medium,9976.0,Gold,2494.0,1,Inactive,Has Credit Card,1 product(s)
8682,15746338,Onyekachukwu,565,France,Female,40,2,0.0,2,1,1,129956.13,0,0,3,SILVER,520,SILVER,0,31-40,0-2 years,Medium,High,1149.78,95.82,Low,2299.56,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
8683,15590676,Kharlamova,735,France,Male,34,1,141796.43,1,1,0,45858.49,0,0,4,GOLD,602,GOLD,0,31-40,0-2 years,Very High,Low,3486.22,290.52,High,3486.22,Bronze,0.0,0,Inactive,Has Credit Card,1 product(s)
8684,15599329,Christopher,697,France,Female,49,7,195238.29,4,0,1,131083.56,1,1,2,GOLD,503,GOLD,1,41-50,6-8 years,Very High,High,5291.68,440.97,Very High,37041.76,Platinum,5291.68,1,Active,No Credit Card,3+ products
8685,15783097,Lombardo,813,Germany,Male,27,6,111348.15,1,1,0,46422.46,0,0,1,SILVER,822,SILVER,0,18-30,6-8 years,High,Low,2990.08,249.17,High,17940.48,Gold,0.0,1,Inactive,Has Credit Card,1 product(s)
8686,15597885,Kerr,772,France,Male,43,6,0.0,2,1,1,57675.88,0,0,5,PLATINUM,807,PLATINUM,0,41-50,6-8 years,Medium,Medium,931.88,77.66,Low,5591.28,Silver,0.0,0,Active,Has Credit Card,2 product(s)
8687,15597467,Duncan,606,France,Female,71,8,0.0,2,1,1,169741.96,0,0,4,GOLD,814,GOLD,0,61+,6-8 years,Medium,Very High,1495.71,124.64,Medium,11965.68,Gold,0.0,0,Active,Has Credit Card,2 product(s)
8688,15724764,Lawley,667,Germany,Female,42,10,64404.26,2,0,0,26022.37,0,0,5,DIAMOND,577,DIAMOND,0,41-50,9-10 years,Medium,Low,1946.7,162.22,Medium,19467.0,Gold,0.0,0,Inactive,No Credit Card,2 product(s)
8689,15778418,Burns,637,Germany,Male,40,9,154309.67,1,1,1,125334.16,1,1,3,PLATINUM,659,PLATINUM,1,31-40,9-10 years,Very High,High,4162.36,346.86,Very High,37461.24,Platinum,4162.36,1,Active,Has Credit Card,1 product(s)
8690,15684769,Whitson,542,France,Male,67,10,129431.36,1,0,1,21343.74,0,0,5,GOLD,521,GOLD,0,61+,9-10 years,Very High,Low,3075.85,256.32,High,30758.5,Platinum,0.0,0,Active,No Credit Card,1 product(s)
8691,15756167,Doyne,762,Spain,Female,43,5,134204.67,1,1,1,139971.01,0,0,4,DIAMOND,672,DIAMOND,0,41-50,3-5 years,Very High,High,3839.95,320.0,Very High,19199.75,Gold,0.0,0,Active,Has Credit Card,1 product(s)
8692,15632439,Pinto,698,France,Female,39,4,0.0,2,0,1,47455.82,0,0,5,SILVER,639,SILVER,0,31-40,3-5 years,Medium,Low,796.78,66.4,Low,3187.12,Bronze,0.0,0,Active,No Credit Card,2 product(s)
8693,15755138,Chin,850,France,Female,32,8,0.0,2,1,1,55593.8,0,0,2,SILVER,341,SILVER,0,31-40,6-8 years,Medium,Medium,688.47,57.37,Low,5507.76,Silver,0.0,0,Active,Has Credit Card,2 product(s)
8694,15659092,Davide,621,France,Female,50,5,0.0,2,1,0,191756.54,1,1,5,DIAMOND,344,DIAMOND,1,41-50,3-5 years,Medium,Very High,1370.78,114.23,Medium,6853.9,Silver,1370.78,1,Inactive,Has Credit Card,2 product(s)
8695,15742116,Torres,671,Germany,Female,48,9,116711.06,2,0,0,76373.38,0,0,1,SILVER,489,SILVER,0,41-50,9-10 years,High,Medium,3200.59,266.72,High,28805.31,Platinum,0.0,1,Inactive,No Credit Card,2 product(s)
8696,15801994,Buccho,775,France,Male,31,9,0.0,2,1,0,169278.51,0,0,3,SILVER,246,SILVER,0,31-40,9-10 years,Medium,Very High,1209.39,100.78,Medium,10884.51,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
8697,15647572,Greece,504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0,0,1,PLATINUM,475,PLATINUM,0,31-40,0-2 years,Medium,High,2141.67,178.47,Medium,2141.67,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
8698,15644551,Wimble,751,Spain,Female,37,3,99773.85,2,1,0,54865.92,0,0,2,PLATINUM,403,PLATINUM,0,31-40,3-5 years,High,Medium,2711.31,225.94,Medium,8133.93,Silver,0.0,1,Inactive,Has Credit Card,2 product(s)
8699,15709135,Pirozzi,691,Germany,Male,30,7,101231.77,2,0,0,156529.44,0,0,2,GOLD,368,GOLD,0,18-30,6-8 years,High,Very High,3231.28,269.27,High,22618.96,Platinum,0.0,1,Inactive,No Credit Card,2 product(s)
8700,15684469,Hsiung,841,Germany,Male,32,2,117070.21,1,1,0,113482.2,0,0,3,SILVER,697,SILVER,0,31-40,0-2 years,High,High,3377.32,281.44,High,6754.64,Silver,0.0,0,Inactive,Has Credit Card,1 product(s)
8701,15627637,Obioma,709,Germany,Male,23,8,73314.04,2,1,0,63446.47,0,0,3,DIAMOND,706,DIAMOND,0,18-30,6-8 years,Medium,Medium,2376.51,198.04,Medium,19012.08,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
8702,15667093,Onio,673,France,Male,37,2,0.0,1,1,1,13624.02,0,0,2,GOLD,307,GOLD,0,31-40,0-2 years,Medium,Low,341.62,28.47,Low,683.24,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
8703,15690589,Udinesi,541,France,Male,37,9,212314.03,1,0,1,148814.54,0,0,1,DIAMOND,369,DIAMOND,0,31-40,9-10 years,Very High,High,5294.85,441.24,Very High,47653.65,Platinum,0.0,0,Active,No Credit Card,1 product(s)
8704,15595350,Fermin,661,France,Female,31,3,136067.82,2,1,0,65567.91,0,0,3,GOLD,796,GOLD,0,31-40,3-5 years,Very High,Medium,3687.2,307.27,Very High,11061.6,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
8705,15777586,Moss,784,Spain,Female,42,2,109052.04,2,1,0,6409.55,0,0,5,GOLD,985,GOLD,0,41-50,0-2 years,High,Low,2945.59,245.47,High,5891.18,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
8706,15804064,Docherty,742,France,Female,35,2,79126.17,1,1,1,126997.53,0,0,3,DIAMOND,974,DIAMOND,0,31-40,0-2 years,Medium,High,2824.51,235.38,Medium,5649.02,Silver,0.0,0,Active,Has Credit Card,1 product(s)
8707,15717770,Marcelo,850,Spain,Female,55,7,0.0,1,0,0,171762.87,1,1,3,SILVER,987,SILVER,1,51-60,6-8 years,Medium,Very High,1472.31,122.69,Medium,10306.17,Gold,1472.31,1,Inactive,No Credit Card,1 product(s)
8708,15754443,Fadden,443,France,Female,35,9,108308.0,1,1,0,129031.19,1,1,4,PLATINUM,476,PLATINUM,1,31-40,9-10 years,High,High,3169.32,264.11,High,28523.88,Platinum,3169.32,1,Inactive,Has Credit Card,1 product(s)
8709,15776939,Zox,778,Germany,Female,48,3,102290.56,2,1,0,182691.31,0,0,1,PLATINUM,434,PLATINUM,0,41-50,3-5 years,High,Very High,3416.27,284.69,High,10248.81,Gold,0.0,1,Inactive,Has Credit Card,2 product(s)
8710,15713517,Otitodilinna,529,France,Male,39,6,102025.08,2,1,0,12351.01,0,0,1,SILVER,540,SILVER,0,31-40,6-8 years,High,Low,2612.26,217.69,Medium,15673.56,Gold,0.0,1,Inactive,Has Credit Card,2 product(s)
8711,15683522,Kennedy,678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0,0,2,DIAMOND,767,DIAMOND,0,31-40,0-2 years,High,High,3446.78,287.23,High,6893.56,Silver,0.0,0,Active,Has Credit Card,1 product(s)
8712,15673995,Tu,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0,0,4,PLATINUM,933,PLATINUM,0,61+,9-10 years,High,Very High,3544.77,295.4,High,31902.93,Platinum,0.0,0,Inactive,Has Credit Card,1 product(s)
8713,15771054,Barnes,469,Spain,Male,35,5,0.0,2,1,0,186490.37,0,0,4,SILVER,698,SILVER,0,31-40,3-5 years,Medium,Very High,1521.45,126.79,Medium,7607.25,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
8714,15578788,Bibi,786,Spain,Male,40,6,0.0,2,0,0,41248.8,0,0,5,PLATINUM,326,PLATINUM,0,31-40,6-8 years,Medium,Low,609.24,50.77,Low,3655.44,Bronze,0.0,0,Inactive,No Credit Card,2 product(s)
8715,15737408,L?,703,France,Female,41,6,109941.51,1,1,0,116267.28,0,0,5,SILVER,500,SILVER,0,41-50,6-8 years,High,High,3150.17,262.51,High,18901.02,Gold,0.0,0,Inactive,Has Credit Card,1 product(s)
8716,15750837,Landseer,579,Germany,Male,41,0,141749.68,1,0,1,9201.53,0,0,2,PLATINUM,602,PLATINUM,0,41-50,0-2 years,Very High,Low,3302.0,275.17,High,3302.0,Bronze,0.0,0,Active,No Credit Card,1 product(s)
8717,15576022,Nwachinemelu,565,France,Male,38,5,0.0,2,0,1,80630.32,0,0,5,PLATINUM,441,PLATINUM,0,31-40,3-5 years,Medium,Medium,863.65,71.97,Low,4318.25,Silver,0.0,0,Active,No Credit Card,2 product(s)
8718,15635502,Ch'iu,443,France,Male,44,2,0.0,1,1,0,159165.7,0,0,3,PLATINUM,351,PLATINUM,0,41-50,0-2 years,Medium,Very High,1091.33,90.94,Low,2182.66,Bronze,0.0,0,Inactive,Has Credit Card,1 product(s)
8719,15627298,Vinogradova,589,France,Male,37,7,85146.48,2,1,0,86490.09,1,1,2,SILVER,806,SILVER,1,31-40,6-8 years,Medium,Medium,2778.38,231.53,Medium,19448.66,Gold,2778.38,1,Inactive,Has Credit Card,2 product(s)
8720,15811415,Jenks,691,France,Female,44,6,134066.1,2,1,1,197572.41,0,0,4,PLATINUM,335,PLATINUM,0,41-50,6-8 years,Very High,Very High,4076.68,339.72,Very High,24460.08,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
8721,15645059,Crace,711,France,Female,28,8,0.0,2,0,0,105159.89,0,0,2,GOLD,459,GOLD,0,18-30,6-8 years,Medium,High,995.3,82.94,Low,7962.4,Silver,0.0,1,Inactive,No Credit Card,2 product(s)
8722,15689671,Packham,775,Spain,Male,27,4,0.0,1,1,1,40807.26,0,0,1,DIAMOND,923,DIAMOND,0,18-30,3-5 years,Medium,Low,785.54,65.46,Low,3142.16,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
8723,15718667,T'ien,621,France,Male,35,7,87619.29,1,1,0,143.34,0,0,2,DIAMOND,270,DIAMOND,0,31-40,6-8 years,Medium,Low,2008.1,167.34,Medium,14056.7,Gold,0.0,1,Inactive,Has Credit Card,1 product(s)
8724,15803202,Onyekachi,350,France,Male,51,10,0.0,1,1,1,125823.79,1,1,4,GOLD,383,GOLD,1,51-60,9-10 years,Medium,High,940.62,78.39,Low,9406.2,Gold,940.62,1,Active,Has Credit Card,1 product(s)
8725,15593683,Solomina,668,Spain,Female,30,8,0.0,2,1,0,138465.7,0,0,5,PLATINUM,443,PLATINUM,0,18-30,6-8 years,Medium,High,1153.83,96.15,Low,9230.64,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
8726,15703394,Hawes,633,Spain,Male,27,3,0.0,2,1,0,44008.91,0,0,1,SILVER,612,SILVER,0,18-30,3-5 years,Medium,Low,766.04,63.84,Low,2298.12,Bronze,0.0,1,Inactive,Has Credit Card,2 product(s)
8727,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1,1,2,GOLD,593,GOLD,1,41-50,6-8 years,High,Medium,2819.15,234.93,Medium,22553.2,Platinum,2819.15,1,Inactive,Has Credit Card,1 product(s)
8728,15567437,Emenike,734,Germany,Female,30,7,123040.38,1,1,1,76503.06,0,0,2,PLATINUM,645,PLATINUM,0,18-30,6-8 years,High,Medium,3285.82,273.82,High,23000.74,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
8729,15711687,Nero,434,France,Male,41,4,108128.52,1,0,1,56784.11,0,0,1,PLATINUM,695,PLATINUM,0,41-50,3-5 years,High,Medium,2913.99,242.83,High,11655.96,Gold,0.0,0,Active,No Credit Card,1 product(s)
8730,15656592,Toscano,646,Germany,Male,48,8,169023.33,2,1,1,175657.55,0,0,4,PLATINUM,593,PLATINUM,0,41-50,6-8 years,Very High,Very High,4795.25,399.6,Very High,38362.0,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
8731,15634373,Yang,764,France,Male,30,5,0.0,2,0,1,105155.66,0,0,3,DIAMOND,876,DIAMOND,0,18-30,3-5 years,Medium,High,1203.78,100.32,Medium,6018.9,Silver,0.0,0,Active,No Credit Card,2 product(s)
8732,15769125,Palerma,727,Spain,Female,41,10,0.0,2,0,1,47468.56,0,0,5,DIAMOND,408,DIAMOND,0,41-50,9-10 years,Medium,Low,681.34,56.78,Low,6813.4,Silver,0.0,0,Active,No Credit Card,2 product(s)
8733,15711386,Trentini,724,France,Female,29,6,0.0,2,0,1,64729.51,0,0,5,SILVER,957,SILVER,0,18-30,6-8 years,Medium,Medium,1042.15,86.85,Low,6252.9,Silver,0.0,0,Active,No Credit Card,2 product(s)
8734,15714241,Haddon,749,Spain,Male,42,9,222267.63,1,0,0,101108.85,1,1,4,GOLD,763,GOLD,1,41-50,9-10 years,Very High,High,5452.4,454.37,Very High,49071.6,Platinum,5452.4,1,Inactive,No Credit Card,1 product(s)
8735,15642530,Coates,706,Germany,Female,47,10,144090.42,1,1,0,140938.95,1,1,5,DIAMOND,240,DIAMOND,1,41-50,9-10 years,Very High,High,3826.5,318.88,Very High,38265.0,Platinum,3826.5,1,Inactive,Has Credit Card,1 product(s)
8736,15713599,Castiglione,728,France,Male,30,10,114835.43,1,0,1,37662.49,0,0,5,PLATINUM,548,PLATINUM,0,18-30,9-10 years,High,Low,2879.02,239.92,High,28790.2,Platinum,0.0,0,Active,No Credit Card,1 product(s)
8737,15744770,Stone,636,France,Male,44,2,0.0,2,0,0,86414.41,0,0,1,SILVER,663,SILVER,0,41-50,0-2 years,Medium,Medium,1003.57,83.63,Low,2007.14,Bronze,0.0,1,Inactive,No Credit Card,2 product(s)
8738,15780498,Maynard,634,France,Male,34,3,145030.92,1,1,1,41820.65,0,0,5,DIAMOND,529,DIAMOND,0,31-40,3-5 years,Very High,Low,3494.22,291.18,High,10482.66,Gold,0.0,0,Active,Has Credit Card,1 product(s)
8739,15624397,Moore,627,France,Male,43,8,71240.3,1,0,1,127734.16,0,0,2,DIAMOND,415,DIAMOND,0,41-50,6-8 years,Medium,High,2390.98,199.25,Medium,19127.84,Gold,0.0,0,Active,No Credit Card,1 product(s)
8740,15615219,Obielumani,518,France,Male,59,5,138772.15,1,0,1,123872.0,0,0,4,PLATINUM,968,PLATINUM,0,51-60,3-5 years,Very High,High,3998.8,333.23,Very High,19994.0,Platinum,0.0,0,Active,No Credit Card,1 product(s)
8741,15570908,Harding,687,Spain,Female,29,7,93617.07,1,0,1,113050.92,0,0,2,PLATINUM,856,PLATINUM,0,18-30,6-8 years,Medium,High,2985.6,248.8,High,20899.2,Platinum,0.0,0,Active,No Credit Card,1 product(s)
8742,15762855,Hill,622,Spain,Female,23,8,0.0,2,1,1,131389.39,0,0,3,SILVER,390,SILVER,0,18-30,6-8 years,Medium,High,1091.95,91.0,Low,8735.6,Silver,0.0,0,Active,Has Credit Card,2 product(s)
8743,15661827,Brown,693,Spain,Female,45,4,0.0,2,1,1,26589.56,0,0,5,SILVER,898,SILVER,0,41-50,3-5 years,Medium,Low,821.95,68.5,Low,3287.8,Bronze,0.0,0,Active,Has Credit Card,2 product(s)
8744,15746035,Pagnotto,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0,0,3,SILVER,547,SILVER,0,18-30,9-10 years,Medium,Very High,2975.56,247.96,High,26780.04,Platinum,0.0,0,Active,No Credit Card,2 product(s)
8745,15691906,Esposito,664,Germany,Female,49,5,127421.78,2,1,0,108876.75,1,1,2,PLATINUM,923,PLATINUM,1,41-50,3-5 years,High,High,3794.32,316.19,Very High,18971.6,Gold,3794.32,1,Inactive,Has Credit Card,2 product(s)
8746,15793424,Tan,663,Spain,Female,28,8,61274.7,2,1,0,136054.45,0,0,4,PLATINUM,244,PLATINUM,0,18-30,6-8 years,Medium,High,2267.77,188.98,Medium,18142.16,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
8747,15577905,Hammond,660,France,Male,34,8,106486.66,2,0,1,182262.66,0,0,5,SILVER,322,SILVER,0,31-40,6-8 years,High,Very High,3442.05,286.84,High,27536.4,Platinum,0.0,0,Active,No Credit Card,2 product(s)
8748,15667216,Chung,579,France,Female,29,10,73194.52,2,1,1,129209.09,0,0,1,PLATINUM,853,PLATINUM,0,18-30,9-10 years,Medium,High,2776.44,231.37,Medium,27764.4,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
8749,15673971,Houghton,655,Germany,Female,44,6,146498.76,1,1,0,64853.51,1,1,1,PLATINUM,472,PLATINUM,1,41-50,6-8 years,Very High,Medium,3610.24,300.85,Very High,21661.44,Platinum,3610.24,1,Inactive,Has Credit Card,1 product(s)
8750,15701238,Chia,683,France,Male,47,1,0.0,2,1,0,148989.15,0,0,5,PLATINUM,745,PLATINUM,0,41-50,0-2 years,Medium,High,1357.45,113.12,Medium,1357.45,Bronze,0.0,0,Inactive,Has Credit Card,2 product(s)
8751,15644849,Zikoranachidimma,655,France,Female,32,2,0.0,1,1,1,71047.51,0,0,2,DIAMOND,506,DIAMOND,0,31-40,0-2 years,Medium,Medium,728.24,60.69,Low,1456.48,Bronze,0.0,0,Active,Has Credit Card,1 product(s)
8752,15635531,Boag,575,Spain,Female,30,8,0.0,2,1,0,185341.63,0,0,3,GOLD,597,GOLD,0,18-30,6-8 years,Medium,Very High,1465.21,122.1,Medium,11721.68,Gold,0.0,0,Inactive,Has Credit Card,2 product(s)
8753,15632263,Pagnotto,574,Spain,Male,30,5,120355.0,1,1,0,137793.35,0,0,3,SILVER,420,SILVER,0,18-30,3-5 years,High,High,3426.07,285.51,High,17130.35,Gold,0.0,0,Inactive,Has Credit Card,1 product(s)
8754,15720110,Oluchukwu,795,France,Male,32,2,117265.21,1,1,1,198317.23,0,0,2,PLATINUM,333,PLATINUM,0,31-40,0-2 years,High,Very High,3623.39,301.95,Very High,7246.78,Silver,0.0,0,Active,Has Credit Card,1 product(s)
8755,15619045,Baxter,776,France,Female,43,4,0.0,2,0,1,162137.5,0,0,1,DIAMOND,228,DIAMOND,0,41-50,3-5 years,Medium,Very High,1164.69,97.06,Low,4658.76,Silver,0.0,0,Active,No Credit Card,2 product(s)
8756,15697510,Tien,707,Spain,Female,52,7,0.0,1,1,0,109688.82,1,1,1,SILVER,533,SILVER,1,51-60,6-8 years,Medium,High,934.94,77.91,Low,6544.58,Silver,934.94,1,Inactive,Has Credit Card,1 product(s)
8757,15784923,Chimezie,705,Germany,Female,37,3,109974.22,1,1,1,36320.87,1,1,3,SILVER,637,SILVER,1,31-40,3-5 years,High,Low,2819.59,234.97,Medium,8458.77,Silver,2819.59,1,Active,Has Credit Card,1 product(s)
8758,15567383,Slone,678,Germany,Female,44,2,98009.13,2,0,1,31384.86,0,0,3,SILVER,985,SILVER,0,41-50,0-2 years,High,Low,2849.61,237.47,High,5699.22,Silver,0.0,0,Active,No Credit Card,2 product(s)
8759,15732621,Martin,663,France,Male,34,10,0.0,1,1,1,114083.73,0,0,3,PLATINUM,664,PLATINUM,0,31-40,9-10 years,Medium,High,1022.42,85.2,Low,10224.2,Gold,0.0,0,Active,Has Credit Card,1 product(s)
8760,15757981,Loggia,748,France,Male,66,8,0.0,1,1,1,163331.65,0,0,4,GOLD,671,GOLD,0,61+,6-8 years,Medium,Very High,1272.16,106.01,Medium,10177.28,Gold,0.0,0,Active,Has Credit Card,1 product(s)
8761,15727819,Hartley,677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0,0,1,DIAMOND,392,DIAMOND,0,31-40,9-10 years,Very High,Low,4003.33,333.61,Very High,40033.3,Platinum,0.0,0,Active,Has Credit Card,1 product(s)
8762,15738088,Parkin,634,Spain,Male,63,10,0.0,2,1,0,30772.86,1,1,3,DIAMOND,350,DIAMOND,1,61+,9-10 years,Medium,Low,568.86,47.4,Low,5688.6,Silver,568.86,1,Inactive,Has Credit Card,2 product(s)
8763,15765173,Lin,350,France,Female,60,3,0.0,1,0,0,113796.15,1,1,1,SILVER,958,SILVER,1,51-60,3-5 years,Medium,High,1167.98,97.33,Low,3503.94,Bronze,1167.98,1,Inactive,No Credit Card,1 product(s)
8764,15665159,Brooks,727,France,Male,61,0,128213.96,2,1,1,188729.08,1,1,1,SILVER,708,SILVER,1,61+,0-2 years,Very High,Very High,4101.92,341.83,Very High,4101.92,Bronze,4101.92,1,Active,Has Credit Card,2 product(s)
8765,15618203,Tien,773,Germany,Male,51,8,116197.65,2,1,1,86701.4,0,0,3,GOLD,345,GOLD,0,51-60,6-8 years,High,Medium,3169.96,264.16,High,25359.68,Platinum,0.0,0,Active,Has Credit Card,2 product(s)
8766,15791452,Dann,675,France,Male,39,1,0.0,2,1,0,153129.22,0,0,1,DIAMOND,791,DIAMOND,0,31-40,0-2 years,Medium,Very High,1401.15,116.76,Medium,1401.15,Bronze,0.0,1,Inactive,Has Credit Card,2 product(s)
8767,15638159,Trentino,649,Spain,Female,36,6,86607.39,1,0,0,19825.09,0,0,3,PLATINUM,998,PLATINUM,0,31-40,6-8 years,Medium,Low,2450.27,204.19,Medium,14701.62,Gold,0.0,0,Inactive,No Credit Card,1 product(s)
8768,15585466,Russo,552,France,Male,29,10,0.0,2,1,0,12186.83,0,0,3,DIAMOND,333,DIAMOND,0,18-30,9-10 years,Medium,Low,467.43,38.95,Low,4674.3,Silver,0.0,0,Inactive,Has Credit Card,2 product(s)
8769,15677310,Christie,761,Germany,Male,62,5,98854.34,1,0,0,86920.97,1,1,3,DIAMOND,327,DIAMOND,1,61+,3-5 years,High,Medium,2695.19,224.6,Medium,13475.95,Gold,2695.19,1,Inactive,No Credit Card,1 product(s)
8770,15646262,Ross,622,France,Male,31,7,0.0,1,1,0,35408.77,0,0,2,PLATINUM,978,PLATINUM,0,31-40,6-8 years,Medium,Low,786.04,65.5,Low,5502.28,Silver,0.0,1,Inactive,Has Credit Card,1 product(s)
8771,15656901,Nnonso,615,France,Male,59,8,0.0,2,1,1,165576.55,0,0,2,DIAMOND,948,DIAMOND,0,51-60,6-8 years,Medium,Very High,1541.88,128.49,Medium,12335.04,Gold,0.0,0,Active,Has Credit Card,2 product(s)
8772,15621093,Teng,681,Germany,Male,31,4,97338.19,2,0,0,48226.76,0,0,4,SILVER,675,SILVER,0,31-40,3-5 years,High,Low,2765.4,230.45,Medium,11061.6,Gold,0.0,0,Inactive,No Credit Card,2 product(s)
8773,15592123,Buccho,768,France,Male,30,6,0.0,2,1,1,199454.37,0,0,2,GOLD,297,GOLD,0,18-30,6-8 years,Medium,Very High,1385.77,115.48,Medium,8314.62,Silver,0.0,0,Active,Has Credit Card,2 product(s)
8774,15589200,Madukaife,617,Spain,Male,34,9,0.0,2,1,0,118749.58,0,0,1,PLATINUM,561,PLATINUM,0,31-40,9-10 years,Medium,High,1114.25,92.85,Low,10028.25,Gold,0.0,1,Inactive,Has Credit Card,2 product(s)
8775,15602934,Dunn,452,France,Female,33,6,131698.57,2,1,0,151623.91,0,0,3,GOLD,475,GOLD,0,31-40,6-8 years,Very High,Very High,3869.59,322.47,Very High,23217.54,Platinum,0.0,0,Inactive,Has Credit Card,2 product(s)
8776,15812720,Hooker,807,Germany,Male,37,10,130110.45,2,0,1,172097.95,0,0,4,DIAMOND,539,DIAMOND,0,31-40,9-10 years,Very High,Very High,3972.2,331.02,Very High,39722.0,Platinum,0.0,0,Active,No Credit Card,2 product(s)
8777,15695383,Griffin,567,Spain,Male,44,9,0.0,2,1,0,87677.15,0,0,1,DIAMOND,240,DIAMOND,0,41-50,9-10 years,Medium,Medium,798.39,66.53,Low,7185.51,Silver,0.0,1,Inactive,Has Credit Card,2 product(s)
8778,15723064,Kistler,603,Spain,Male,24,1,165149.13,2,1,0,21858.28,0,0,1,PLATINUM,872,PLATINUM,0,18-30,0-2 years,Very High,Low,4088.27,340.69,Very High,4088.27,Bronze,0.0,1,Inactive,Has Credit Card,2 product(s)
8779,15761606,Law,617,Spain,Female,37,9,101707.8,1,1,0,123866.28,0,0,5,GOLD,425,GOLD,0,31-40,9-10 years,High,High,2985.99,248.83,High,26873.91,Platinum,0.0,0,Inactive,Has Credit Card,1 product(s)
8780,15650322,Grigoryeva,701,France,Female,34,3,105588.66,1,0,1,74694.41,0,0,4,SILVER,316,SILVER,0,31-40,3-5 years,High,Medium,2763.25,230.27,Medium,8289.75,Silver,0.0,0,Active,No Credit Card,1 product(s)
8781,15669782,Chu,820,Germany,Male,39,9,111336.89,1,1,0,16770.31,1,1,5,PLATINUM,753,PLATINUM,1,31-40,9-10 years,High,Low,2807.09,233.92,Medium,25263.81,Platinum,2807.09,1,Inactive,Has Credit Card,1 product(s)
8782,15751628,Onyemachukwu,438,France,Male,60,7,78391.17,1,0,1,49424.6,0,0,4,GOLD,262,GOLD,0,51-60,6-8 years,Medium,Low,2065.95,172.16,Medium,14461.65,Gold,0.0,0,Active,No Credit Card,1 product(s)
8783,15809057,Lu,600,Spain,Female,27,6,0.0,2,1,1,172031.22,0,0,2,SILVER,292,SILVER,0,18-30,6-8 years,Medium,Very High,1246.16,103.85,Medium,7476.96,Silver,0.0,0,Active,Has Credit Card,2 product(s)
8784,15617052,Watson,782,France,Male,34,9,0.0,1,1,0,183021.06,1,1,2,GOLD,441,GOLD,1,31-40,9-10 years,Medium,Very High,1255.61,104.63,Medium,11300.49,Gold,1255.61,1,Inactive,Has Credit Card,1 product(s)
8785,15590810,Fallaci,638,Germany,Female,41,9,144326.09,1,1,0,73979.85,1,1,2,GOLD,527,GOLD,1,41-50,9-10 years,Very High,Medium,3639.92,303.33,Very High,32759.28,Platinum,3639.92,1,Inactive,Has Credit Card,1 product(s)
